German	IPA	Vietnamese	Example	Translation
die Prozesssicherheit	[pʁoˈtsɛsˌzɪçɐhaɪt]	An toàn quy trình	Số ít: [Ist die Prozesssicherheit gewährleistet?] [ɪst diː pʁoˈtsɛsˌzɪçɐhaɪt ɡəˈvɛːɐlaɪstət] – [Ja, die Prozesssicherheit wird durch regelmäßige Audits überwacht.] [jaː diː pʁoˈtsɛsˌzɪçɐhaɪt vɪʁt dʊʁç ˈʁeːɡəlˌmɛːsɪçə ˈaʊdɪts ˌyːbɐˈvaxt] \nSố nhiều: [Welche Prozesssicherheiten sind dokumentiert?] [ˈvɛlçə pʁoˈtsɛsˌzɪçɐhaɪtən zɪnt dokumɛnˈtiːɐt] – [Die Prozesssicherheiten der kritischen Fertigungsschritte sind dokumentiert.] [diː pʁoˈtsɛsˌzɪçɐhaɪtən deːɐ ˈkʁiːtɪʃən ˈfɛʁtɪɡʊŋsˌʃʁɪtə zɪnt dokumɛnˈtiːɐt]	Số ít: "An toàn quy trình có được đảm bảo không?" – "Có, an toàn quy trình được giám sát qua các cuộc đánh giá định kỳ." \nSố nhiều: "Những tiêu chí an toàn quy trình nào đã được lập thành tài liệu?" – "An toàn quy trình của các bước sản xuất trọng yếu đã được lập thành tài liệu."
die Prüftechnik	[ˈpʁyːfˌtɛçnɪk]	Kỹ thuật kiểm tra	Số ít: [Welche Prüftechnik wird eingesetzt?] [ˈvɛlçə ˈpʁyːfˌtɛçnɪk vɪʁt ˈaɪnɡəzɛtst] – [Wir setzen zerstörungsfreie Prüftechnik ein.] [viːɐ ˈzɛtsən tseɐˈʃtøːʁʊŋsˌfʁaɪə ˈpʁyːfˌtɛçnɪk aɪn] \nSố nhiều: [Welche Prüftechniken sind für Schweißnähte üblich?] [ˈvɛlçə ˈpʁyːfˌtɛçnɪkən zɪnt fyːɐ ˈʃvaɪsˌnɛːtə ˈyːplɪç] – [Ultraschall‑ und Röntgenprüftechniken sind üblich.] [ˈʊltʁaʃal ʊnt ˈʁœntɡənˌpʁyːftɛçnɪkən zɪnt ˈyːplɪç]	Số ít: "Kỹ thuật kiểm tra nào được sử dụng?" – "Chúng tôi sử dụng kỹ thuật kiểm tra không phá hủy." \nSố nhiều: "Những kỹ thuật kiểm tra nào thông dụng cho mối hàn?" – "Kỹ thuật kiểm tra siêu âm và chụp tia X là thông dụng."
die Qualitätskontrolle	[kvaliˈtɛːtskɔnˌtʁɔlə]	Kiểm soát chất lượng	Số ít: [Wie oft findet die Qualitätskontrolle statt?] [viː ɔft ˈfɪndət diː kvaliˈtɛːtskɔnˌtʁɔlə ʃtat] – [Die Qualitätskontrolle erfolgt stichprobenartig jede Stunde.] [diː kvaliˈtɛːtskɔnˌtʁɔlə ɛɐˈfɔlkt ˈʃtɪçpʁoːbənˌaːɐtɪç ˈjeːdə ˈʃtʊndə] \nSố nhiều: [Welche Qualitätskontrollen werden durchgeführt?] [ˈvɛlçə kvaliˈtɛːtskɔnˌtʁɔlən ˈvɛʁdən ˈdʊʁçɡəfyːɐt] – [Maß‑, Sicht‑ und Funktionskontrollen werden durchgeführt.] [maːs zɪçt ʊnt fʊŋkˈtsjoːnskɔnˌtʁɔlən ˈvɛʁdən ˈdʊʁçɡəfyːɐt]	Số ít: "Kiểm soát chất lượng diễn ra thường xuyên như thế nào?" – "Kiểm soát chất lượng được thực hiện theo phương pháp lấy mẫu mỗi giờ." \nSố nhiều: "Những hoạt động kiểm soát chất lượng nào được thực hiện?" – "Kiểm tra kích thước, kiểm tra ngoại quan và kiểm tra chức năng được thực hiện."
der Schmierstoff	[ˈʃmiːɐʃtɔf]	Chất bôi trơn	Số ít: [Welcher Schmierstoff wird für die Lager verwendet?] [ˈvɛlçɐ ˈʃmiːɐʃtɔf vɪʁt fyːɐ diː ˈlaːɡɐ fɛɐˈvɛndət] – [Für die Lager wird ein synthetischer Schmierstoff verwendet.] [fyːɐ diː ˈlaːɡɐ vɪʁt aɪn zʏnˈteːtɪʃɐ ˈʃmiːɐʃtɔf fɛɐˈvɛndət] \nSố nhiều: [Welche Schmierstoffe sind umweltfreundlich?] [ˈvɛlçə ˈʃmiːɐʃtɔfə zɪnt ˈʊmvɛltˌfʁɔʏntlɪç] – [Biologisch abbaubare Schmierstoffe sind umweltfreundlich.] [bioˈloːɡɪʃ ˈapbaʊbaːʁə ˈʃmiːɐʃtɔfə zɪnt ˈʊmvɛltˌfʁɔʏntlɪç]	Số ít: "Chất bôi trơn nào được dùng cho các ổ trục?" – "Một loại chất bôi trơn tổng hợp được dùng cho các ổ trục." \nSố nhiều: "Những chất bôi trơn nào thân thiện với môi trường?" – "Các chất bôi trơn phân hủy sinh học thân thiện với môi trường."
die Hydraulik	[hyˈdʁaʊlɪk]	Thủy lực	Số ít: [Wo wird die Hydraulik eingesetzt?] [voː vɪʁt diː hyˈdʁaʊlɪk ˈaɪnɡəzɛtst] – [Die Hydraulik wird in Pressen und Baggern eingesetzt.] [diː hyˈdʁaʊlɪk vɪʁt ɪn ˈpʁɛsən ʊnt ˈbaɡɐn ˈaɪnɡəzɛtst] \nSố nhiều: [Welche Hydrauliken sind im Werk verbaut?] [ˈvɛlçə hyˈdʁaʊlɪkən zɪnt ɪm vɛʁk fɛɐˈbaʊt] – [Es sind Hochdruck‑ und Niederdruckhydrauliken verbaut.] [ɛs zɪnt ˈhoːxdʁʊk ʊnt ˈniːdɐdʁʊkhyˌdʁaʊlɪkən fɛɐˈbaʊt]	Số ít: "Thủy lực được dùng ở đâu?" – "Thủy lực được dùng trong máy ép và máy xúc." \nSố nhiều: "Những hệ thống thủy lực nào được lắp trong nhà máy?" – "Các hệ thống thủy lực cao áp và thấp áp được lắp."
die Pneumatik	[pnɔʏˈmaːtɪk]	Khí nén	Số ít: [Ist die Pneumatik energieeffizient?] [ɪst diː pnɔʏˈmaːtɪk enɛʁˈɡiːʔɛfiˌtsi̯ɛnt] – [Moderne Pneumatik ist relativ energieeffizient.] [moˈdɛʁnə pnɔʏˈmaːtɪk ɪst ʁelaˈtiːf enɛʁˈɡiːʔɛfiˌtsi̯ɛnt] \nSố nhiều: [Welche Pneumatiken werden in der Automation genutzt?] [ˈvɛlçə pnɔʏˈmaːtɪkən ˈvɛʁdən ɪn deːɐ aʊtɔmaˈtsjoːn ɡəˈnʊtst] – [Ventilinseln und Greiferpneumatiken werden genutzt.] [vɛnˈtiːlˌʔɪnzəln ʊnt ˈɡʁaɪfɐpnɔʏˌmaːtɪkən ˈvɛʁdən ɡəˈnʊtst]	Số ít: "Khí nén có hiệu quả năng lượng không?" – "Khí nén hiện đại tương đối hiệu quả năng lượng." \nSố nhiều: "Những hệ thống khí nén nào được dùng trong tự động hóa?" – "Các đảo van và hệ thống khí nén kẹp được sử dụng."
die Spanntechnik	[ˈʃpanˌtɛçnɪk]	Kỹ thuật kẹp chặt	Số ít: [Welche Spanntechnik ist hier verbaut?] [ˈvɛlçə ˈʃpanˌtɛçnɪk ɪst hiːɐ fɛɐˈbaʊt] – [Hier ist eine hydraulische Spanntechnik verbaut.] [hiːɐ ɪst ˈaɪnə hyˈdʁaʊlɪʃə ˈʃpanˌtɛçnɪk fɛɐˈbaʊt] \nSố nhiều: [Welche Spanntechniken sind für die Fünf‑Achs‑Bearbeitung geeignet?] [ˈvɛlçə ˈʃpanˌtɛçnɪkən zɪnt fyːɐ diː ˈfʏnf ʔaks bəˈaʁbaɪtʊŋ ɡəˈʔaɪɡnət] – [Nullpunktspannsysteme und Vakuumspanntechniken sind geeignet.] [ˈnʊlpʊŋktˌʃpanzʏsˌteːmə ʊnt ˈvaːkuʊmˌʃpantɛçnɪkən zɪnt ɡəˈʔaɪɡnət]	Số ít: "Ở đây lắp kỹ thuật kẹp chặt nào?" – "Ở đây lắp kỹ thuật kẹp chặt thủy lực." \nSố nhiều: "Những kỹ thuật kẹp chặt nào phù hợp cho gia công 5 trục?" – "Hệ thống kẹp điểm không và kỹ thuật kẹp chân không là phù hợp."
die Verpackung	[fɛɐˈpakʊŋ]	Bao bì	Số ít: [Ist die Verpackung recyclingfähig?] [ɪst diː fɛɐˈpakʊŋ ʁeˈsaɪklɪŋˌfɛːɪç] – [Ja, die Verpackung besteht aus Monomaterial.] [jaː diː fɛɐˈpakʊŋ bəˈʃteːt aʊs ˈmoːnomateˌʁi̯aːl] \nSố nhiều: [Welche Verpackungen werden verwendet?] [ˈvɛlçə fɛɐˈpakʊŋən ˈvɛʁdən fɛɐˈvɛndət] – [Es werden Kartons und Folienverpackungen verwendet.] [ɛs ˈvɛʁdən kaʁˈtɔŋs ʊnt ˈfoːliənfɛɐˌpakʊŋən fɛɐˈvɛndət]	Số ít: "Bao bì có thể tái chế được không?" – "Có, bao bì được làm từ vật liệu đơn." \nSố nhiều: "Những loại bao bì nào được sử dụng?" – "Thùng carton và bao bì màng được sử dụng."
die Betriebsanweisung	[bəˈtʁiːpsˌanvaɪzʊŋ]	Hướng dẫn vận hành	Số ít: [Wo hängt die Betriebsanweisung aus?] [voː hɛŋt diː bəˈtʁiːpsˌanvaɪzʊŋ aʊs] – [Die Betriebsanweisung hängt am Maschinenzugang.] [diː bəˈtʁiːpsˌanvaɪzʊŋ hɛŋt am maˈʃiːnənˌtsuːɡaŋ] \nSố nhiều: [Welche Betriebsanweisungen wurden aktualisiert?] [ˈvɛlçə bəˈtʁiːpsˌanvaɪzʊŋən ˈvʊʁdən aktualiˈziːɐt] – [Die Betriebsanweisungen für die neue Lackieranlage wurden aktualisiert.] [diː bəˈtʁiːpsˌanvaɪzʊŋən fyːɐ diː ˈnɔʏə laˈkiːɐˌanlaːɡə ˈvʊʁdən aktualiˈziːɐt]	Số ít: "Hướng dẫn vận hành được dán ở đâu?" – "Hướng dẫn vận hành được dán ở lối vào máy." \nSố nhiều: "Những hướng dẫn vận hành nào đã được cập nhật?" – "Các hướng dẫn vận hành cho hệ thống sơn mới đã được cập nhật."
der Maschinenführer	[maˈʃiːnənˌfyːʁɐ]	Người vận hành máy	Số ít: [Ist der Maschinenführer anwesend?] [ɪst deːɐ maˈʃiːnənˌfyːʁɐ ˈanveːzənt] – [Ja, der Maschinenführer ist an seiner Station.] [jaː deːɐ maˈʃiːnənˌfyːʁɐ ɪst an ˈzaɪnɐ ʃtaˈtsjoːn] \nSố nhiều: [Welche Maschinenführer sind im Schichtbetrieb?] [ˈvɛlçə maˈʃiːnənˌfyːʁɐ zɪnt ɪm ˈʃɪçtbəˌtʁiːp] – [Die Maschinenführer der Fräs‑ und Drehmaschinen sind im Schichtbetrieb.] [diː maˈʃiːnənˌfyːʁɐ deːɐ fʁɛːs ʊnt ˈdʁeːmaʃiːnən zɪnt ɪm ˈʃɪçtbəˌtʁiːp]	Số ít: "Người vận hành máy có mặt không?" – "Có, người vận hành máy đang ở trạm của anh ấy." \nSố nhiều: "Những người vận hành máy nào làm theo ca?" – "Những người vận hành máy phay và máy tiện làm theo ca."
die Arbeitsvorbereitung	[ˈaʁbaɪtsˌfoːɐbəʁaɪtʊŋ]	Chuẩn bị sản xuất	Số ít: [Was macht die Arbeitsvorbereitung?] [vas maxt diː ˈaʁbaɪtsˌfoːɐbəʁaɪtʊŋ] – [Die Arbeitsvorbereitung plant die Fertigungsabläufe und stellt Material bereit.] [diː ˈaʁbaɪtsˌfoːɐbəʁaɪtʊŋ plaːnt diː ˈfɛʁtɪɡʊŋsˌaplɔʏfə ʊnt ʃtɛlt mateˈʁi̯aːl bəˈʁaɪt] \nSố nhiều: [Welche Arbeitsvorbereitungen sind nötig?] [ˈvɛlçə ˈaʁbaɪtsˌfoːɐbəʁaɪtʊŋən zɪnt ˈnøːtɪç] – [Die Arbeitsvorbereitungen für den neuen Auftrag laufen.] [diː ˈaʁbaɪtsˌfoːɐbəʁaɪtʊŋən fyːɐ deːn ˈnɔʏən ˈaʊftʁaːk ˈlaʊfən]	Số ít: "Bộ phận chuẩn bị sản xuất làm gì?" – "Bộ phận chuẩn bị sản xuất lập kế hoạch quy trình sản xuất và chuẩn bị vật liệu." \nSố nhiều: "Những công tác chuẩn bị sản xuất nào là cần thiết?" – "Các công tác chuẩn bị sản xuất cho đơn hàng mới đang được tiến hành."
die Stückliste	[ˈʃtʏkˌlɪstə]	Danh mục chi tiết / BOM	Số ít: [Ist die Stückliste vollständig?] [ɪst diː ˈʃtʏkˌlɪstə ˈfɔlʃtɛndɪç] – [Ja, die Stückliste enthält alle Komponenten.] [jaː diː ˈʃtʏkˌlɪstə ɛntˈhɛlt ˈalə kɔmpoˈnɛntən] \nSố nhiều: [Welche Stücklisten sind freigegeben?] [ˈvɛlçə ˈʃtʏkˌlɪstən zɪnt ˈfʁaɪɡəɡeːbən] – [Die Stücklisten für die Serienprodukte sind freigegeben.] [diː ˈʃtʏkˌlɪstən fyːɐ diː ˈzeːʁiənpʁoˌdʊktə zɪnt ˈfʁaɪɡəɡeːbən]	Số ít: "Danh mục chi tiết đã đầy đủ chưa?" – "Rồi, danh mục chi tiết chứa tất cả các thành phần." \nSố nhiều: "Những danh mục chi tiết nào đã được phê duyệt?" – "Các danh mục chi tiết cho các sản phẩm sản xuất hàng loạt đã được phê duyệt."
die Konstruktion	[kɔnstʁʊkˈtsjoːn]	Thiết kế (kỹ thuật)	Số ít: [Wer erstellt die Konstruktion?] [veːɐ ɛɐˈʃtɛlt diː kɔnstʁʊkˈtsjoːn] – [Die Konstruktion wird von der Entwicklungsabteilung erstellt.] [diː kɔnstʁʊkˈtsjoːn vɪʁt fɔn deːɐ ɛntˈvɪklʊŋsʔapˌtaɪlʊŋ ɛɐˈʃtɛlt] \nSố nhiều: [Welche Konstruktionen wurden geändert?] [ˈvɛlçə kɔnstʁʊkˈtsjoːnən ˈvʊʁdən ɡəˈʔɛndɐt] – [Die Konstruktionen der Gehäuse wurden geändert.] [diː kɔnstʁʊkˈtsjoːnən deːɐ ɡəˈhɔʏzə ˈvʊʁdən ɡəˈʔɛndɐt]	Số ít: "Ai tạo ra bản thiết kế?" – "Bản thiết kế do bộ phận phát triển tạo ra." \nSố nhiều: "Những thiết kế nào đã được sửa đổi?" – "Các thiết kế vỏ hộp đã được sửa đổi."
die Endmontage	[ˈɛntmɔnˌtaːʒə]	Lắp ráp cuối cùng	Số ít: [Wann startet die Endmontage?] [van ˈʃtaʁtət diː ˈɛntmɔnˌtaːʒə] – [Die Endmontage startet nach der Lackierung.] [diː ˈɛntmɔnˌtaːʒə ˈʃtaʁtət naːx deːɐ laˈkiːʁʊŋ] \nSố nhiều: [Welche Endmontagen sind ausgelastet?] [ˈvɛlçə ˈɛntmɔnˌtaːʒən zɪnt ˈaʊsɡəlastət] – [Die Endmontagen der Getriebe und Motoren sind ausgelastet.] [diː ˈɛntmɔnˌtaːʒən deːɐ ɡəˈtʁiːbə ʊnt moˈtoːʁən zɪnt ˈaʊsɡəlastət]	Số ít: "Khi nào bắt đầu lắp ráp cuối cùng?" – "Lắp ráp cuối cùng bắt đầu sau khi sơn." \nSố nhiều: "Những dây chuyền lắp ráp cuối cùng nào đang hoạt động hết công suất?" – "Các dây chuyền lắp ráp cuối cùng của hộp số và động cơ đang hết công suất."
die Betriebsdatenerfassung	[bəˈtʁiːpsdaːtənɛɐˌfasʊŋ]	Thu thập dữ liệu sản xuất	Số ít: [Wie funktioniert die Betriebsdatenerfassung?] [viː fʊŋktsi̯oˈniːɐt diː bəˈtʁiːpsdaːtənɛɐˌfasʊŋ] – [Die Betriebsdatenerfassung erfolgt automatisch über Sensoren.] [diː bəˈtʁiːpsdaːtənɛɐˌfasʊŋ ɛɐˈfɔlkt aʊtoˈmaːtɪʃ ˈyːbɐ ˈzɛnzoːʁən] \nSố nhiều: [Welche Betriebsdatenerfassungen sind vorgeschrieben?] [ˈvɛlçə bəˈtʁiːpsdaːtənɛɐˌfasʊŋən zɪnt ˈfoːɐɡəʃʁiːbən] – [Betriebsdatenerfassungen für Energieverbrauch und Ausschuss sind vorgeschrieben.] [bəˈtʁiːpsdaːtənɛɐˌfasʊŋən fyːɐ enɛʁˈɡiːfɛɐˌbʁaʊx ʊnt ˈaʊsʃʊs zɪnt ˈfoːɐɡəʃʁiːbən]	Số ít: "Thu thập dữ liệu sản xuất hoạt động như thế nào?" – "Thu thập dữ liệu sản xuất diễn ra tự động qua các cảm biến." \nSố nhiều: "Những dữ liệu sản xuất nào được yêu cầu thu thập?" – "Dữ liệu về tiêu thụ năng lượng và phế phẩm được yêu cầu thu thập."
die Ausschussquote	[ˈaʊsʃʊsˌkvoːtə]	Tỷ lệ phế phẩm	Số ít: [Wie hoch ist die Ausschussquote?] [viː hoːx ɪst diː ˈaʊsʃʊsˌkvoːtə] – [Die Ausschussquote liegt unter einem Prozent.] [diː ˈaʊsʃʊsˌkvoːtə liːkt ˈʊntɐ ˈaɪnəm pʁoˈtsɛnt] \nSố nhiều: [Welche Ausschussquoten sind akzeptabel?] [ˈvɛlçə ˈaʊsʃʊsˌkvoːtən zɪnt aktsɛpˈtaːbəl] – [Ausschussquoten unter 0,5 % sind akzeptabel.] [ˈaʊsʃʊsˌkvoːtən ˈʊntɐ nʊl kɔma fʏnf pʁoˈtsɛnt zɪnt aktsɛpˈtaːbəl]	Số ít: "Tỷ lệ phế phẩm là bao nhiêu?" – "Tỷ lệ phế phẩm dưới một phần trăm." \nSố nhiều: "Những tỷ lệ phế phẩm nào là chấp nhận được?" – "Tỷ lệ phế phẩm dưới 0,5% là chấp nhận được."
die Nacharbeit	[ˈnaːxˌaʁbaɪt]	Sửa lại / Gia công lại	Số ít: [Ist viel Nacharbeit nötig?] [ɪst fiːl ˈnaːxˌaʁbaɪt ˈnøːtɪç] – [Nein, die Nacharbeit ist minimal.] [naɪn diː ˈnaːxˌaʁbaɪt ɪst miniˈmaːl] \nSố nhiều: [Welche Nacharbeiten fallen an?] [ˈvɛlçə ˈnaːxˌaʁbaɪtən ˈfalən an] – [Kleine Entgratungs‑ und Schleifnacharbeiten fallen an.] [ˈklaɪnə ɛntˈɡʁaːtʊŋs ʊnt ˈʃlaɪfˌnaːxʔaʁbaɪtən ˈfalən an]	Số ít: "Có cần nhiều sửa lại không?" – "Không, việc sửa lại là rất ít." \nSố nhiều: "Những công việc sửa lại nào phát sinh?" – "Phát sinh các công việc mài bavia và mài lại nhỏ."
der Schichtleiter	[ˈʃɪçtˌlaɪtɐ]	Trưởng ca	Số ít: [Wer ist der Schichtleiter heute?] [veːɐ ɪst deːɐ ˈʃɪçtˌlaɪtɐ ˈhɔʏtə] – [Herr Müller ist heute der Schichtleiter.] [hɛʁ ˈmʏlɐ ɪst ˈhɔʏtə deːɐ ˈʃɪçtˌlaɪtɐ] \nSố nhiều: [Welche Schichtleiter sind anwesend?] [ˈvɛlçə ˈʃɪçtˌlaɪtɐ zɪnt ˈanveːzənt] – [Die Schichtleiter der Früh‑ und der Spätschicht sind anwesend.] [diː ˈʃɪçtˌlaɪtɐ deːɐ fʁyː ʊnt deːɐ ˈʃpɛːtʃɪçt zɪnt ˈanveːzənt]	Số ít: "Hôm nay ai là trưởng ca?" – "Ông Müller hôm nay là trưởng ca." \nSố nhiều: "Những trưởng ca nào có mặt?" – "Trưởng ca sáng và ca chiều có mặt."
der Fertigungsplan	[ˈfɛʁtɪɡʊŋsˌplaːn]	Kế hoạch sản xuất	Số ít: [Ist der Fertigungsplan aktualisiert?] [ɪst deːɐ ˈfɛʁtɪɡʊŋsˌplaːn aktualiˈziːɐt] – [Ja, der Fertigungsplan ist für diese Woche aktualisiert.] [jaː deːɐ ˈfɛʁtɪɡʊŋsˌplaːn ɪst fyːɐ ˈdiːzə ˈvɔxə aktualiˈziːɐt] \nSố nhiều: [Welche Fertigungspläne stehen an?] [ˈvɛlçə ˈfɛʁtɪɡʊŋsˌplɛːnə ˈʃteːən an] – [Die Fertigungspläne für die Prototypenchargen stehen an.] [diː ˈfɛʁtɪɡʊŋsˌplɛːnə fyːɐ diː pʁotoˈtyːpənˌʃaʁʒən ˈʃteːən an]	Số ít: "Kế hoạch sản xuất đã được cập nhật chưa?" – "Rồi, kế hoạch sản xuất cho tuần này đã được cập nhật." \nSố nhiều: "Những kế hoạch sản xuất nào sắp được thực hiện?" – "Các kế hoạch sản xuất cho các lô nguyên mẫu sắp được thực hiện."
der Werkzeugwechsel	[ˈvɛʁktsɔʏkˌvɛksəl]	Thay dụng cụ (dao cụ)	Số ít: [Wie lange dauert der Werkzeugwechsel?] [viː ˈlaŋə ˈdaʊɐt deːɐ ˈvɛʁktsɔʏkˌvɛksəl] – [Der Werkzeugwechsel dauert etwa drei Minuten.] [deːɐ ˈvɛʁktsɔʏkˌvɛksəl ˈdaʊɐt ˈɛtva dʁaɪ miˈnuːtən] \nSố nhiều: [Welche Werkzeugwechsel sind geplant?] [ˈvɛlçə ˈvɛʁktsɔʏkˌvɛksəl zɪnt ɡəˈplaːnt] – [Die Werkzeugwechsel an Maschine 4 und 7 sind geplant.] [diː ˈvɛʁktsɔʏkˌvɛksəl an maˈʃiːnə fiːɐ ʊnt ˈziːbən zɪnt ɡəˈplaːnt]	Số ít: "Thay dao mất bao lâu?" – "Thay dao mất khoảng ba phút." \nSố nhiều: "Những lần thay dao nào được lên kế hoạch?" – "Các lần thay dao ở máy 4 và máy 7 đã được lên kế hoạch."
die Nullserie	[ˈnʊlˌzeːʁiə]	Lô sản xuất thử nghiệm	Số ít: [Wann läuft die Nullserie an?] [van lɔʏft diː ˈnʊlˌzeːʁiə an] – [Die Nullserie läuft nächsten Monat an.] [diː ˈnʊlˌzeːʁiə lɔʏft ˈnɛːçstən ˈmoːnat an] \nSố nhiều: [Welche Nullserien werden getestet?] [ˈvɛlçə ˈnʊlˌzeːʁiən ˈvɛʁdən ɡəˈtɛstət] – [Die Nullserien der neuen Steckverbinder werden getestet.] [diː ˈnʊlˌzeːʁiən deːɐ ˈnɔʏən ˈʃtɛkfɛɐˌbɪndɐ ˈvɛʁdən ɡəˈtɛstət]	Số ít: "Khi nào bắt đầu chạy lô thử nghiệm?" – "Lô thử nghiệm sẽ chạy vào tháng tới." \nSố nhiều: "Những lô thử nghiệm nào đang được kiểm tra?" – "Các lô thử nghiệm của đầu nối mới đang được kiểm tra."
die Dichtung	[ˈdɪçtʊŋ]	Gioăng / Vòng đệm kín	Số ít: [Ist die Dichtung intakt?] [ɪst diː ˈdɪçtʊŋ ɪnˈtakt] – [Ja, die Dichtung ist noch intakt.] [jaː diː ˈdɪçtʊŋ ɪst nɔx ɪnˈtakt] \nSố nhiều: [Welche Dichtungen müssen ausgetauscht werden?] [ˈvɛlçə ˈdɪçtʊŋən ˈmʏsən ˈaʊsɡətaʊʃt ˈvɛʁdən] – [Die O‑Ring‑ und die Flachdichtungen müssen ausgetauscht werden.] [diː ˈoːʁɪŋ ʊnt diː ˈflaxdɪçtʊŋən ˈmʏsən ˈaʊsɡətaʊʃt ˈvɛʁdən]	Số ít: "Gioăng có còn nguyên vẹn không?" – "Có, gioăng vẫn còn nguyên vẹn." \nSố nhiều: "Những gioăng nào cần phải thay?" – "Các gioăng O‑ring và gioăng phẳng cần phải thay."
die Antriebstechnik	[ˈantʁiːpsˌtɛçnɪk]	Kỹ thuật truyền động	Số ít: [Welche Antriebstechnik ist am effizientesten?] [ˈvɛlçə ˈantʁiːpsˌtɛçnɪk ɪst am ɛfiˈtsi̯ɛntəstən] – [Die elektrische Antriebstechnik gilt als sehr effizient.] [diː eˈlɛktʁɪʃə ˈantʁiːpsˌtɛçnɪk ɡɪlt als zeːɐ ɛfiˈtsi̯ɛnt] \nSố nhiều: [Welche Antriebstechniken werden im Werk eingesetzt?] [ˈvɛlçə ˈantʁiːpsˌtɛçnɪkən ˈvɛʁdən ɪm vɛʁk ˈaɪnɡəzɛtst] – [Elektrische und hydraulische Antriebstechniken werden eingesetzt.] [eˈlɛktʁɪʃə ʊnt hyˈdʁaʊlɪʃə ˈantʁiːpsˌtɛçnɪkən ˈvɛʁdən ˈaɪnɡəzɛtst]	Số ít: "Kỹ thuật truyền động nào hiệu quả nhất?" – "Kỹ thuật truyền động điện được coi là rất hiệu quả." \nSố nhiều: "Những kỹ thuật truyền động nào được dùng trong nhà máy?" – "Kỹ thuật truyền động điện và thủy lực được sử dụng."
die Prüfmittel	[ˈpʁyːfˌmɪtəl]	Phương tiện kiểm tra	Số ít: [Ist dieses Prüfmittel kalibriert?] [ɪst ˈdiːzəs ˈpʁyːfˌmɪtəl kaliˈbʁiːɐt] – [Ja, das Prüfmittel wurde letzte Woche kalibriert.] [jaː das ˈpʁyːfˌmɪtəl ˈvʊʁdə ˈlɛtstə ˈvɔxə kaliˈbʁiːɐt] \nSố nhiều: [Welche Prüfmittel sind vorhanden?] [ˈvɛlçə ˈpʁyːfˌmɪtəl zɪnt foːɐˈhandən] – [Messschieber, Mikrometer und Lehren sind vorhanden.] [ˈmɛsʃiːbɐ miˈkʁoːmeːtɐ ʊnt ˈleːʁən zɪnt foːɐˈhandən]	Số ít: "Phương tiện kiểm tra này đã được hiệu chuẩn chưa?" – "Rồi, phương tiện kiểm tra đã được hiệu chuẩn tuần trước." \nSố nhiều: "Những phương tiện kiểm tra nào có sẵn?" – "Thước kẹp, panme và dưỡng kiểm có sẵn."
der Gefahrstoff	[ɡəˈfaːɐʃtɔf]	Chất nguy hiểm	Số ít: [Welcher Gefahrstoff ist hier gelagert?] [ˈvɛlçɐ ɡəˈfaːɐʃtɔf ɪst hiːɐ ɡəˈlaːɡɐt] – [Hier ist ein leichtentzündlicher Gefahrstoff gelagert.] [hiːɐ ɪst aɪn ˈlaɪçtɛntˌtsʏntlɪçɐ ɡəˈfaːɐʃtɔf ɡəˈlaːɡɐt] \nSố nhiều: [Welche Gefahrstoffe sind registriert?] [ˈvɛlçə ɡəˈfaːɐʃtɔfə zɪnt ʁeɡɪsˈtʁiːɐt] – [Lösungsmittel und Säuren sind registrierte Gefahrstoffe.] [ˈløːzʊŋsˌmɪtəl ʊnt ˈzɔʏʁən zɪnt ʁeɡɪsˈtʁiːɐtə ɡəˈfaːɐʃtɔfə]	Số ít: "Chất nguy hiểm nào được lưu trữ ở đây?" – "Ở đây lưu trữ một chất nguy hiểm dễ cháy." \nSố nhiều: "Những chất nguy hiểm nào đã được đăng ký?" – "Dung môi và axit là những chất nguy hiểm đã đăng ký."
die Explosionsschutzrichtlinie	[ɛksploˈzjoːnsʃʊtsˌʁɪçtliːniə]	Chỉ thị chống nổ	Số ít: [Wird die Explosionsschutzrichtlinie eingehalten?] [vɪʁt diː ɛksploˈzjoːnsʃʊtsˌʁɪçtliːniə ˈaɪnɡəhaltən] – [Ja, alle ATEX‑Vorgaben werden eingehalten.] [jaː ˈalə ˈaːtɛks ˈfoːɐɡaːbən ˈvɛʁdən ˈaɪnɡəhaltən] \nSố nhiều: [Welche Explosionsschutzrichtlinien gelten?] [ˈvɛlçə ɛksploˈzjoːnsʃʊtsˌʁɪçtliːniən ˈɡɛltən] – [Die ATEX‑Richtlinien und die nationalen Explosionsschutzrichtlinien gelten.] [diː ˈaːtɛks ˌʁɪçtliːniən ʊnt diː natsi̯oˈnaːlən ɛksploˈzjoːnsʃʊtsˌʁɪçtliːniən ˈɡɛltən]	Số ít: "Chỉ thị chống nổ có được tuân thủ không?" – "Có, tất cả các quy định ATEX đều được tuân thủ." \nSố nhiều: "Những chỉ thị chống nổ nào đang có hiệu lực?" – "Các chỉ thị ATEX và các chỉ thị chống nổ quốc gia đang có hiệu lực."
